,project,source_clip,order,family,genus,species,alpha_code,annotation_start_time,annotation_end_time,audio_clip_start_time
2248,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21522.034,21522.034,21519.034
2249,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21522.702999999998,21522.702999999998,21519.702999999998
2250,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21523.107000000004,21523.107000000004,21520.107000000004
2251,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21523.324,21523.324,21520.324
2252,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21523.541,21523.541,21520.541
2253,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21523.784,21523.784,21520.784
2254,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21523.924,21523.924,21520.924
2255,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21524.162,21524.162,21521.162
2256,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21524.456000000002,21524.456000000002,21521.456000000002
2257,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21524.572,21524.572,21521.572
2258,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21524.711,21524.711,21521.711
2259,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21524.808999999997,21524.808999999997,21521.808999999997
2260,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21524.918999999998,21524.918999999998,21521.918999999998
2261,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21525.183999999997,21525.183999999997,21522.183999999997
2262,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21525.291,21525.291,21522.291
2263,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21525.356,21525.356,21522.356
2264,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21525.484,21525.484,21522.484
2265,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21525.567000000003,21525.567000000003,21522.567000000003
2266,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21525.763,21525.763,21522.763
2267,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21525.879,21525.879,21522.879
2268,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21526.191000000003,21526.191000000003,21523.191000000003
2269,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21526.801,21526.801,21523.801
2270,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21527.136000000002,21527.136000000002,21524.136000000002
2271,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21527.3,21527.3,21524.3
2272,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21527.582000000002,21527.582000000002,21524.582000000002
2273,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21528.0,21528.0,21525.0
2274,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,SCOLOPACIDAE,CALIDRIS,ALBA,SAND,21528.431,21528.431,21525.431
2275,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24037.867000000002,24037.972999999998,24034.867000000002
2276,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24043.668999999998,24043.765,24040.668999999998
2277,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24044.522999999997,24044.693,24041.522999999997
2278,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24045.898999999998,24046.144,24042.898999999998
2279,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24048.192000000003,24048.437,24045.192000000003
2280,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24049.216,24049.397,24046.216
2281,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24051.285,24051.563,24048.285
2282,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24056.352000000003,24056.587000000003,24053.352000000003
2283,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24057.547000000002,24057.685,24054.547000000002
2284,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24058.88,24059.2,24055.88
2285,"Brier Island Study, 2017-201",BRIS1_20170901_203100,CHARADRIIFORMES,CHARADRIIDAE,PLUVIALIS,DOMINICA,AMGP,24062.027000000002,24062.144,24059.027000000002
2286,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,205.55700000000002,205.78099999999998,202.55700000000002
2287,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10424.8,10425.12,10421.8
2288,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10446.965,10447.243,10443.965
2289,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10450.379,10450.475,10447.379
2290,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10452.949,10453.184000000001,10449.949
2291,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10454.571,10454.837,10451.571
2292,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10455.466999999999,10455.499,10452.466999999999
2293,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10456.363000000001,10456.405,10453.363000000001
2294,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10457.525,10457.589,10454.525
2295,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10460.341,10460.629,10457.341
2296,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10462.752,10463.051,10459.752
2297,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10478.987,10479.264000000001,10475.987
2298,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10494.891000000001,10495.178999999998,10491.891000000001
2299,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10498.507,10498.773000000001,10495.507
2300,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10514.485,10514.677,10511.485
2301,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10521.108999999999,10521.396999999999,10518.108999999999
2302,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10698.944,10699.028999999999,10695.944
2303,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10708.704,10709.024,10705.704
2304,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10871.68,10872.0,10868.68
2305,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,10899.712,10899.989,10896.712
2306,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11032.32,11032.405,11029.32
2307,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11058.048,11058.325,11055.048
2308,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11284.491000000002,11284.811000000002,11281.491000000002
2309,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11305.716999999999,11306.037,11302.716999999999
2310,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11367.339,11367.52,11364.339
2311,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11416.832,11417.108999999999,11413.832
2312,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11440.715,11440.992,11437.715
2313,"Brier Island Study, 2017-201",BRIS1_20170908_201800,PASSERIFORMES,TURDIDAE,SIALIA,SIALIS,EABL,11972.149,11972.373,11969.149
2314,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31231.211,31231.243,31228.211
2315,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31231.967999999997,31232.107000000004,31228.967999999997
2316,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31233.972999999998,31234.005,31230.972999999998
2317,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31234.997000000003,31235.029,31231.997000000003
2318,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31235.979,31236.011000000002,31232.979
2319,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31237.035,31237.077,31234.035
2320,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31238.912,31238.976000000002,31235.912
2321,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31240.148999999998,31240.202999999998,31237.148999999998
2322,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31241.067000000003,31241.173,31238.067000000003
2323,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31242.688,31242.795,31239.688
2324,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31244.011000000002,31244.042999999998,31241.011000000002
2325,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150417_203700,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,31251.445,31251.487999999998,31248.445
2326,"Beaver River Study, 2018-2019",BERI1-20190902_202900,GRUIFORMES,RALLIDAE,PORZANA,CAROLINA,SORA,20910.823,20910.904,20907.823
2327,"Carleton Study, 2015-2017",CAWRR-20151101_065601,PASSERIFORMES,VIREONIDAE,VIREO,SOLITARIUS,BHVI,440.645,440.668,437.645
2328,"Carleton Study, 2015-2017",CAWRR-20151101_065601,PASSERIFORMES,PARIDAE,POECILE,HUDSONICUS,BOCH,993.431,993.5239999999999,990.431
2329,"Carleton Study, 2015-2017",CAWRR-20151101_065601,PASSERIFORMES,PARIDAE,POECILE,HUDSONICUS,BOCH,994.209,994.29,991.209
2330,"Carleton Study, 2015-2017",CAWRR-20151101_065601,PASSERIFORMES,PARIDAE,POECILE,HUDSONICUS,BOCH,996.775,996.8560000000001,993.775
2331,"Carleton Study, 2015-2017",CAWRR-20151101_065601,PASSERIFORMES,PARIDAE,POECILE,HUDSONICUS,BOCH,997.3430000000001,997.39,994.3430000000001
2332,"Beaver River Study, 2018-2019",BERI1-20180826_204200,PASSERIFORMES,CARDINALIDAE,PASSERINA,CYANEA,INBU,20614.798,20614.941000000003,20611.798
2333,"Beaver River Study, 2018-2019",BERI1-20181018_190500,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,LEUCOPHRYS,WCSP,11217.757,11217.839,11214.757
2334,"Brier Island Study, 2017-201",BRIS1_20170826_204200,PASSERIFORMES,CARDINALIDAE,SPIZA,AMERICANA,DICK,14649.268999999998,14649.355,14646.268999999998
2335,Amherst Study 2014-2015/Amherst Access Ro,A2AR1_20140910_200800,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,11228.373,11228.416000000001,11225.373
2336,Amherst Study 2014-2015/Amherst Access Ro,A2AR1_20140922_194400,PASSERIFORMES,PASSERELLIDAE,SPIZELLA,PALLIDA,CCSP,11240.794,11240.858999999999,11237.794
2337,Amherst Study 2014-2015/Amherst Access Ro,A2AR1_20140922_194400,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,LEUCOPHRYS,WCSP,12698.091999999999,12698.16,12695.091999999999
2338,Amherst Study 2014-2015/Amherst Access Ro,A2AR1_20140922_194400,PASSERIFORMES,PARULIDAE,SETOPHAGA,DOMINICA,YTWA,30656.438,30656.501,30653.438
2339,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140902_202400,PASSERIFORMES,TURDIDAE,HYLOCICHLA,MUSTELINA,WOTH,6475.563,6475.723000000001,6472.563
2340,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140902_202400,PASSERIFORMES,PARULIDAE,PROTONOTARIA,CITREA,PROW,11963.258999999998,11963.333,11960.258999999998
2341,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140902_202400,PASSERIFORMES,PARULIDAE,VERMIVORA,CHRYSOPTERA,GWWA,22943.601000000002,22943.655,22940.601000000002
2342,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140902_202400,PASSERIFORMES,PARULIDAE,VERMIVORA,CHRYSOPTERA,GWWA,22965.248,22965.301,22962.248
2343,Amherst Study 2014-2015/Pumping Station Ro,A2PS1_20140902_202400,PASSERIFORMES,PASSERELLIDAE,CENTRONYX,HENSLOWII,HESP,25991.981,25992.127999999997,25988.981
2344,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20130914_194600,PASSERIFORMES,PASSERELLIDAE,CHONDESTES,GRAMMACUS,LASP,35845.127,35845.17,35842.127
2345,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1374.624,1374.645,1371.624
2346,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1377.888,1378.037,1374.888
2347,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1380.757,1380.832,1377.757
2348,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1380.9389999999999,1381.131,1377.9389999999999
2349,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1382.976,1383.1470000000002,1379.976
2350,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1391.733,1391.925,1388.733
2351,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1399.9360000000001,1400.192,1396.9360000000001
2352,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1401.717,1402.08,1398.717
2353,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1405.099,1405.3010000000002,1402.099
2354,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1409.045,1409.099,1406.045
2355,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,1419.36,1419.4129999999998,1416.36
2356,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,16582.091,16582.346999999998,16579.091
2357,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,PASSERELLIDAE,AMMOSPIZA,NELSONI,NESP,19965.259,19965.323,19962.259
2358,"Cape Forchu Study, 2017-201",CAFO1_20171010_191800,PASSERIFORMES,CARDINALIDAE,SPIZA,AMERICANA,DICK,41937.877,41937.995,41934.877
2359,"Carleton Study, 2015-2017",CAWRR-20160913_200500,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,21556.171000000002,21556.234,21553.171000000002
2360,"Cape Forchu Study, 2017-201",CAFO1_20170911_201100,CHARADRIIFORMES,SCOLOPACIDAE,BARTRAMIA,LONGICAUDA,UPSA,9913.666,9913.713,9910.666
2361,"Cape Forchu Study, 2017-201",CAFO1_20170911_201100,CHARADRIIFORMES,SCOLOPACIDAE,BARTRAMIA,LONGICAUDA,UPSA,9913.780999999999,9913.813,9910.780999999999
2362,"Cape Forchu Study, 2017-201",CAFO1_20170911_201100,CHARADRIIFORMES,SCOLOPACIDAE,BARTRAMIA,LONGICAUDA,UPSA,9924.597,9924.663,9921.597
2363,"Cape Forchu Study, 2017-201",CAFO1_20170911_201100,CHARADRIIFORMES,SCOLOPACIDAE,BARTRAMIA,LONGICAUDA,UPSA,9924.8,9924.832,9921.8
2364,"Cape Forchu Study, 2017-201",CAFO1_20170911_201100,CHARADRIIFORMES,SCOLOPACIDAE,BARTRAMIA,LONGICAUDA,UPSA,9940.213,9940.245,9937.213
2365,"Cape Forchu Study, 2017-201",CAFO1_20170911_201100,CHARADRIIFORMES,SCOLOPACIDAE,BARTRAMIA,LONGICAUDA,UPSA,9940.299,9940.341,9937.299
2366,"Cape Forchu Study, 2017-201",CAFO1_20170911_201100,CHARADRIIFORMES,SCOLOPACIDAE,BARTRAMIA,LONGICAUDA,UPSA,9955.243,9955.285,9952.243
2367,"Carleton Study, 2015-2017",CAWRR-20151018_190500,PASSERIFORMES,PARULIDAE,SETOPHAGA,CITRINA,HOWA,7067.685,7067.743,7064.685
2368,"Carleton Study, 2015-2017",CAWRR-20151018_190500,PASSERIFORMES,PASSERELLIDAE,SPIZELLA,PALLIDA,CCSP,12083.165,12083.212,12080.165
2369,"Sable Wind Project 2013, 2015-2016/Winter Bo",SWWB_20161019_184100,PASSERIFORMES,PARULIDAE,SETOPHAGA,PINUS,PIWA,27688.437,27688.48,27685.437
2370,"Carleton Study, 2015-2017",CAWRR-20150921_195200,PASSERIFORMES,MIMIDAE,TOXOSTOMA,RUFUM,BRTH,38972.291,38972.317,38969.291
2371,"Cape Forchu Study, 2017-201",CAFO1_20170919_195600,PASSERIFORMES,PARULIDAE,SETOPHAGA,PINUS,PIWA,5462.955,5462.996999999999,5459.955
2372,"Cape Forchu Study, 2017-201",CAFO1_20170919_195600,PASSERIFORMES,CARDINALIDAE,SPIZA,AMERICANA,DICK,7384.843000000001,7384.928000000001,7381.843000000001
2373,"Cape Forchu Study, 2017-201",CAFO1_20170919_195600,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,23957.472,23957.525,23954.472
2374,"Cape Forchu Study, 2017-201",CAFO1_20170919_195600,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,23989.566000000003,23989.621,23986.566000000003
2375,"Cape Forchu Study, 2017-201",CAFO1_20170919_195600,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,24005.12,24005.173,24002.12
2376,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130815_204400,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,9046.68,9046.843,9043.68
2377,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130815_204400,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,9055.132,9055.411,9052.132
2378,"Sable Wind Project 2013, 2015-2016/Camp Glasgow",SWCG-20130815_204400,CHARADRIIFORMES,SCOLOPACIDAE,TRINGA,SEMIPALMATA,WILL,9092.934000000001,9093.027,9089.934000000001
2379,"Beaver River Study, 2018-2019",BERI1-20180901_203100,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,5815.217,5815.276,5812.217
2380,"Beaver River Study, 2018-2019",BERI1-20180901_203100,PASSERIFORMES,CARDINALIDAE,PASSERINA,CYANEA,INBU,8502.404,8502.532,8499.404
2381,"Beaver River Study, 2018-2019",BERI1-20180901_203100,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,10428.302,10428.5,10425.302
2382,"Beaver River Study, 2018-2019",BERI1-20180901_203100,PASSERIFORMES,BOMBYCILLIDAE,BOMBYCILLA,CEDRORUM,CEDW,10433.759,10434.014000000001,10430.759
2383,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20160907_195900,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,35993.013,35993.067,35990.013
2384,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20160907_195900,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,35994.112,35994.176,35991.112
2385,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20160907_195900,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,35995.168,35995.221,35992.168
2386,"Sable Wind Project 2013, 2015-2016/Glasgow H",SWGH-20160907_195900,CHARADRIIFORMES,LARIDAE,STERNA,HIRUNDO,COTE,35996.224,35996.277,35993.224
2387,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32883.893,32883.957,32880.893
2388,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32885.557,32885.707,32882.557
2389,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32887.115,32887.147000000004,32884.115
2390,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32888.117,32888.448,32885.117
2391,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32888.171,32888.277,32885.171
2392,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32889.931000000004,32890.08,32886.931000000004
2393,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32890.784,32890.933,32887.784
2394,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32890.88,32890.922999999995,32887.88
2395,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32892.256,32892.405,32889.256
2396,Amherst Study 2014-2015/Pumping Station Ro,EAPS_20150416_203500,CHARADRIIFORMES,SCOLOPACIDAE,GALLINAGO,DELICATA,WISN,32894.752,32894.901,32891.752
2397,"Beaver River Study, 2018-2019",BERI1-20181005_192946,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,LEUCOPHRYS,WCSP,4636.653,4636.718,4633.653
2398,"Beaver River Study, 2018-2019",BERI1-20181005_192946,PASSERIFORMES,PASSERELLIDAE,ZONOTRICHIA,LEUCOPHRYS,WCSP,7935.269,7935.385,7932.269
2399,"Beaver River Study, 2018-2019",BERI1-20181005_192946,PASSERIFORMES,PASSERELLIDAE,POOECETES,GRAMINEUS,VESP,9097.995,9098.053,9094.995
